,log10_kcat_mean,log10_kcat_std,log10_kcat_max,log10_kcat_max_std
THYM-PHOSPH-RXN_REV,1.016837684686111,1.0398343249885516,3.020834098325112,0.3301804251596276
RXN0-5224,5.2567848800245285,0.7294162270407448,6.37357423568508,0.3521606162844386
RXN0-5224_REV,5.2567848800245285,0.7294162270407448,6.378770144779201,0.3532244729621356
IMP-DEHYDROG-RXN,0.3950951727678585,0.5248782113581355,1.2408231506881098,0.21566416555809576
RXN-12490,-0.4685785753271661,2.6229201997165874,2.8576522759844014,2.704961975088311
RXN-12490_REV,-0.4685785753271661,2.6229201997165874,2.6484388242664902,2.692914335894536
R04745,-0.4685785753271661,2.6229201997165874,3.1626481723523643,2.5385723099048523
R04745_REV,-0.4685785753271661,2.6229201997165874,2.594499069960022,2.8339494303277486
RXN-12570,-0.4685785753271661,2.6229201997165874,3.1746209779336194,2.5173029435322327
RXN-12570_REV,-0.4685785753271661,2.6229201997165874,2.9772560734153357,2.6477826519161622
CTECOAI8,1.7993405494535817,1.0,1.7993405494535817,1.0
CTECOAI8_REV,1.7993405494535817,1.0,1.7993405494535817,1.0
R04741,-0.4685785753271661,2.6229201997165874,2.6847351266191515,2.6385158767803567
R04741_REV,-0.4685785753271661,2.6229201997165874,3.2160857826683085,2.5133019474400644
HACD8,-0.4685785753271661,2.6229201997165874,3.0374979869305103,2.5472818533393338
HACD8_REV,-0.4685785753271661,2.6229201997165874,3.1451289787801873,2.499334675630139
RXN-14271,-0.4685785753271661,2.6229201997165874,2.846181614393668,2.5892133611445085
RXN-14271_REV,-0.4685785753271661,2.6229201997165874,2.7911082032605186,2.7414535411912664
CTECOAI6,1.7993405494535817,1.0,1.7993405494535817,1.0
CTECOAI6_REV,1.7993405494535817,1.0,1.7993405494535817,1.0
RXN-11662,4.6580113966571135,1.0,4.6580113966571135,1.0
RXN-11662_REV,-0.4685785753271661,2.6229201997165874,2.7560698161161667,2.6633749732347343
CTECOAI7,1.7993405494535817,1.0,1.7993405494535817,1.0
CTECOAI7_REV,1.7993405494535817,1.0,1.7993405494535817,1.0
RXN-12507,-0.4685785753271661,2.6229201997165874,2.6899036290011775,2.6972757127275027
RXN-12507_REV,-0.4685785753271661,2.6229201997165874,2.9291112238630443,2.5912944650794314
R05578,0.3324384599156053,1.0,0.3324384599156054,1.0
HYPOXANPRIBOSYLTRAN-RXN,0.3000185453422211,0.466188711608696,0.6362406516733783,0.4600110512723781
GUANPRIBOSYLTRAN-RXN,0.5248193898330042,1.3704268632665169,1.996844860779747,0.19089794282935196
XANPRIBOSYLTRAN-RXN,1.3133684252875837,0.8831187493367846,2.077559767889314,0.2672213180332938
DCDPKIN-RXN,1.0675948826023642,1.3636191848335453,2.270076267424288,0.32341680961241065
DCDPKIN-RXN_REV,1.0675948826023642,1.3636191848335453,2.1061244369275647,0.6291395940110792
DGDPKIN-RXN,1.0675948826023642,1.3636191848335453,2.138326504953058,0.5580327239929499
DGDPKIN-RXN_REV,1.0675948826023642,1.3636191848335453,2.0347728427586738,0.7972062224887515
DEOXYADENYLATE-KINASE-RXN,0.8211085647369403,1.6907747962419342,1.5988649710082306,1.5012709229552548
DEOXYADENYLATE-KINASE-RXN_REV,0.8211085647369403,1.6907747962419342,2.072281913955972,1.1372267416003663
UDPKIN-RXN,1.0675948826023642,1.3636191848335453,2.107595182112192,0.6870904637070365
UDPKIN-RXN_REV,1.0675948826023642,1.3636191848335453,2.1397972501376863,0.6225612223217488
ADENYL-KIN-RXN,0.8211085647369403,1.6907747962419342,1.5312339791585532,1.5344188826391207
ADENYL-KIN-RXN_REV,0.8211085647369403,1.6907747962419342,1.7003114587827466,1.4442027844829943
DTDPKIN-RXN,1.0675948826023642,1.3636191848335453,2.1313790468351552,0.6243825848649985
DTDPKIN-RXN_REV,1.0675948826023642,1.3636191848335453,1.9926818262460229,0.7978940743151454
DUDPKIN-RXN,1.0675948826023642,1.3636191848335453,2.2140903346758303,0.5336714304804875
DUDPKIN-RXN_REV,1.0675948826023642,1.3636191848335453,2.1299083016505285,0.5600418696195832
CDPKIN-RXN,1.0675948826023642,1.3636191848335453,2.0556152171123836,0.6355437748592735
CDPKIN-RXN_REV,1.0675948826023642,1.3636191848335453,1.9743746744563353,0.7479421686268358
DADPKIN-RXN,1.0675948826023642,1.3636191848335453,2.065504165599541,0.6923300011887584
DADPKIN-RXN_REV,1.0675948826023642,1.3636191848335453,2.026354639456143,0.7975215760671578
GDPKIN-RXN,1.0675948826023642,1.3636191848335453,1.960479758220529,0.8436059161896069
GDPKIN-RXN_REV,1.0675948826023642,1.3636191848335453,2.016465690968986,0.7482388844575875
DIHYDROOROT-RXN,0.27184160653649897,1.0,0.2718416065364989,1.0
DIHYDROOROT-RXN_REV,0.3944516808262163,1.0,0.3944516808262163,1.0
OROTPDECARB-RXN,1.6232492903979006,1.0,1.6232492903979,1.0
CITSYN-RXN,1.5968285922055028,0.5052974109848202,2.2083403924482496,0.09439307254842187
ACETALD-DEHYDROG-RXN,1.18179048387454,0.050629604546624254,1.2183801168290431,0.02800158931617936
ACETALD-DEHYDROG-RXN_REV,1.0304067821097742,0.2746027542334142,1.225795720335621,0.016857284285847738
INORGPYROPHOSPHAT-RXN,2.4135718983179033,1.140502687783988,3.6197460689353136,0.29129452809614864
TRIPHOSPHATASE-RXN,1.7269647960288643,2.1706622952615766,2.8991224354701153,1.8269705165573336
RXN-14025_copy1,0.7507550120142498,1.339231320004147,2.8605521793663238,0.11120906910545378
RXN-14025_copy2,0.7507550120142498,1.339231320004147,2.8437556429267885,0.1531020001139927
AMP-DEPHOSPHORYLATION-RXN_copy1,0.7507550120142498,1.339231320004147,2.8452224021433903,0.15289141656234803
AMP-DEPHOSPHORYLATION-RXN_copy2,0.7507550120142498,1.339231320004147,2.8272285052430934,0.18410772012502424
RXN-14026_copy1,0.7507550120142498,1.339231320004147,2.8323866022146564,0.22039182071697302
RXN-14026_copy2,0.7507550120142498,1.339231320004147,2.8379408020622185,0.16951060980375962
RXN-14143_copy1,0.3739086556019623,1.2898317621451076,2.834172609691143,0.18608076499580406
RXN-14143_copy2,0.3739086556019623,1.2898317621451076,2.8267980385201885,0.20134621811370226
RXN-7607_copy1,0.7507550120142498,1.339231320004147,2.8450484220541723,0.1322247629217379
RXN-7607_copy2,0.7507550120142498,1.339231320004147,2.8409704847661734,0.15325437975702014
RXN0-5292_copy1,0.3739086556019623,1.2898317621451076,2.8522749496298077,0.13409097542353993
RXN0-5292_copy2,0.3739086556019623,1.2898317621451076,2.8403502493281985,0.15098112785080384
RXN-14161_copy1,0.3739086556019623,1.2898317621451076,2.8305858118548484,0.23580994821396675
RXN-14161_copy2,0.3739086556019623,1.2898317621451076,2.8391125427063515,0.15093995788356304
XMPXAN-RXN_copy1,0.7507550120142498,1.339231320004147,2.8297189615085045,0.18607562457079208
XMPXAN-RXN_copy2,0.7507550120142498,1.339231320004147,2.8381382042221768,0.18817142125910613
RXN-14142_copy1,0.3739086556019623,1.2898317621451076,2.8330152787141953,0.1673250975859927
RXN-14142_copy2,0.3739086556019623,1.2898317621451076,2.838371585462392,0.16937343786138234
RXN-7609_copy1,0.7507550120142498,1.339231320004147,2.8554782957457125,0.10921390299662513
RXN-7609_copy2,0.7507550120142498,1.339231320004147,2.8172143719300062,0.19541131331349984
THYMIDYLATE-5-PHOSPHATASE-RXN_copy1,0.3739086556019623,1.2898317621451076,2.8162997512740957,0.21157265561275831
THYMIDYLATE-5-PHOSPHATASE-RXN_copy2,0.3739086556019623,1.2898317621451076,2.8583441462284953,0.10864258371131012
PEPCARBOXYKIN-RXN,-0.17392519729917355,1.0,-0.17392519729917352,1.0
1.1.1.39-RXN,2.647056458489089,0.30631019150022365,2.8683441406109984,0.03747753449773459
ALARACECAT-RXN,2.128133756105543,0.6445983478185391,2.96699815644939,0.3946459003531035
ALARACECAT-RXN_REV,1.8282105396246149,0.7662564325937261,2.5168111171123693,0.6105723219800337
ALANINE-AMINOTRANSFERASE-RXN,-0.4734054677943966,0.4888240113162629,0.06071116386066919,0.13194326226632566
ALANINE-AMINOTRANSFERASE-RXN_REV,0.05444279306735774,0.5828643119955355,0.4826363548704312,0.010461986844191758
XYLULOKIN-RXN,3.8195439355418688,1.0,3.8195439355418666,1.0
GLYCEROL-KIN-RXN,3.690196080028514,1.0,3.6901960800285134,1.0
D-PPENTOMUT-RXN,1.0086001717619175,1.0,1.0086001717619175,1.0
D-PPENTOMUT-RXN_REV,1.0086001717619175,1.0,1.0086001717619175,1.0
RXN-14456,1.6774053868690515,0.4300207127597631,2.2043532082287203,0.11404764093040942
RXN-14456_REV,1.6774053868690515,0.4300207127597631,2.2105928447005265,0.11115700770475437
ASPAMINOTRANS-RXN,1.9582246761149376,0.4743708121894,2.473119312737307,0.3262648424415922
ASPAMINOTRANS-RXN_REV,1.9065948450642558,0.6903255065217164,2.6330052729979627,0.3457598436983791
CYSTEINE-AMINOTRANSFERASE-RXN,1.7552725051033058,0.32390874094431865,1.96257409930767,0.24888334918283095
PEPDEPHOS-RXN,3.5056925074122,1.0,3.5056925074122005,1.0
R00659,3.5056925074122,1.0,3.5056925074122005,1.0
RXN-14117,3.5056925074122,1.0,3.5056925074122005,1.0
R00572,3.5056925074122,1.0,3.5056925074122005,1.0
DARAB5PISOM-RXN,2.406540180433955,1.0,2.4065401804339546,1.0
DARAB5PISOM-RXN_REV,2.2438378031299915,0.09461869047461248,2.3006090174147595,0.07569495237968997
ACETOLACTSYN-RXN,1.4309391285297433,0.674084823315185,2.0234117000815037,0.1956492656355204
ACETOOHBUTSYN-RXN,1.2788682637544342,0.7030550218539837,2.0165710408350814,0.19422099077629454
2.5.1.19-RXN,1.3905044697235036,0.3675534355770349,1.8581568844064968,0.21331439005617206
2.5.1.19-RXN_REV,0.037408220322587386,0.6949855395003811,0.343201857702755,0.6240954666174418
ANTHRANSYN-RXN,1.4440335567037184,0.6958455296975181,1.8615408745222295,0.5566764237580144
PRTRANS-RXN,0.6332297365640368,0.014457420285230813,0.6425326118931939,0.00523170873814025
CHORISMATEMUT-RXN,2.098821633242604,1.6740256863304677,4.1450063338321215,1.8120120938075623
PREPHENATEDEHYDRAT-RXN,3.2860071220794747,1.0,3.2860071220794738,1.0
CHORISMATE-SYNTHASE-RXN,0.0,1.0,-2.080921907623926,1.0
PRAISOM-RXN,1.630698200896827,0.4251893174388165,1.966707951687232,0.2421993426254395
IGPSYN-RXN,0.4059753033321725,0.8504188209111618,1.0153849442904421,0.18409143748973256
2PGADEHYDRAT-RXN,1.4556504644559571,0.2661601507565895,1.5408217126980657,0.2521647959641701
2PGADEHYDRAT-RXN_REV,1.1894903136993675,1.0,1.1894903136993678,1.0
METHGLYSYN-RXN,2.428485216741246,0.0860625359190399,2.4594677296721006,0.08029224110277078
PGLUCISOM-RXN,3.4416951356407166,1.0,3.4416951356407166,1.0
PGLUCISOM-RXN_REV,3.4416951356407166,1.0,3.4416951356407166,1.0
PHOSGLYPHOS-RXN,2.7323937598229686,1.0,2.7323937598229686,1.0
PHOSGLYPHOS-RXN_REV,2.723780558835714,0.008613200987255487,2.727742631289851,0.007647824077149234
KDPGALDOL-RXN,1.5221914735367683,0.9311268665102692,1.8573971454804656,0.8686969546591075
OXALODECARB-RXN,2.061988016596231,1.1051594966872378,3.2821331912500984,0.917247390742742
RIBULP3EPIM-RXN,2.9395192526186187,1.0,2.939519252618618,1.0
RIBULP3EPIM-RXN_REV,2.9395192526186187,1.0,2.939519252618618,1.0
TRANSALDOL-RXN,1.1139433523068367,1.0,1.1139433523068367,1.0
TRANSALDOL-RXN_REV,1.3540701726940243,0.005765309645863637,1.3564916027452871,0.005232157472738189
ALCOHOL-DEHYDROG-RXN,2.6447983777523856,0.16049853840559947,2.7057878223465126,0.14845897911016867
ALCOHOL-DEHYDROG-RXN_REV,2.606866285818711,0.1849104840331592,2.772129874650123,0.11008036968191304
R01036,1.1511925386538493,0.6465526669705917,1.6403434374344303,0.30754383722317497
R01036_REV,1.1511925386538493,0.6465526669705917,1.6332105864003807,0.2780471635760313
RXN0-3962,-0.04410702577871434,0.6934418844908563,0.3719581049157995,0.554753507592685
NADPYROPHOSPHAT-RXN,1.8141036386025715,0.7550120441148385,2.738864120158542,0.6366677872943446
2.7.7.1-RXN,0.6483325951307656,0.09203009436347832,0.6961882441997744,0.07860900152485469
NICONUCADENYLYLTRAN-RXN,0.6483325951307656,0.09203009436347832,0.7053912536361224,0.07220697859708453
NICONUCADENYLYLTRAN-RXN_REV,0.6483325951307656,0.09203009436347832,0.6925070404252355,0.0807351017307629
PYRIMSYN3-RXN,0.0,1.0,-1.0963616937847125,0.04486268686354495
OHMETPYRKIN-RXN,-1.3467874862246565,1.0,-1.3467874862246565,1.0
RXN0-5199,1.5607977992715791,0.6029430763553166,2.328401750488707,0.22880466007238226
RXN0-5199_REV,1.6200996163615582,1.2827065600307943,4.267618270399674,0.22210491232552926
DEOXYADENPHOSPHOR-RXN,1.6932629116166318,0.3515901723589701,2.0191600232750324,0.1185094220662127
DEOXYADENPHOSPHOR-RXN_REV,1.6200996163615582,1.2827065600307943,4.280488908783565,0.2593262228598511
DEOXYINOPHOSPHOR-RXN,1.6932629116166318,0.3515901723589701,1.9891036278755052,0.17963772962248853
DEOXYINOPHOSPHOR-RXN_REV,1.2942995178731065,1.355893626519356,4.289222044754787,0.2258800943936688
ADENPHOSPHOR-RXN,1.1719880459731098,0.8223900238587648,1.960116871746031,0.2307410165968228
ADENPHOSPHOR-RXN_REV,1.6200996163615582,1.2827065600307943,4.237955439123118,0.2658380975246616
INOPHOSPHOR-RXN,2.5907320516320644,1.2638549343963206,4.29792051625329,0.2278206372207504
INOPHOSPHOR-RXN_REV,1.6200996163615582,1.2827065600307943,4.241073478998186,0.2975646370871431
DEOXYGUANPHOSPHOR-RXN,1.6932629116166318,0.3515901723589701,2.033808893006872,0.08563071577508523
DEOXYGUANPHOSPHOR-RXN_REV,1.2942995178731065,1.355893626519356,4.254710692286588,0.29009688767209774
GUANOSINE-DIPHOSPHATASE-RXN,0.009198070608741941,0.12671354874874285,0.12650585741856712,0.08659563678156411
RXN0-3542,-0.3610496875754611,0.33035999528157134,0.17036450470942174,0.07864353211781826
OROPRIBTRANS-RXN,-0.5528419686577808,0.0,-0.5528419686577807,1.1102230246251563e-16
OROPRIBTRANS-RXN_REV,0.0,1.0,-0.3330302962732247,0.1612976701666513
R04457,-1.2762662794254322,0.7777034051334498,-0.02270195219612741,0.5161332666483414
PTAALT-RXN,2.1013380313576393,0.8128429704343382,3.1380754385088334,0.27697918346137984
PHOSACETYLTRANS-RXN,1.999391134915868,0.07979011113175682,2.0504568060401924,0.06130871933942554
PHOSACETYLTRANS-RXN_REV,2.951464905683773,0.33341680897168025,3.0714949569135768,0.3110619798474709
ACETATEKIN-RXN,2.6549587051977315,0.3654110511283773,3.091347648942776,0.10890929008557032
ACETATEKIN-RXN_REV,3.208019544389517,0.2538393289047975,3.5260436312746877,0.06963621174905102
RXN-9138,0.0,1.0,0.3834512714342464,0.04399802577207633
TETRAACYLDISACC4KIN-RXN,0.380211241711606,1.0,0.380211241711606,1.0
RXN0-5107,1.8055960304342171,0.1721275748546307,1.9019874723528103,0.1426064232431028
RXN0-383,1.087749700337152,0.9058450033537444,1.895997197216636,0.13948628030358162
DCTP-PYROPHOSPHATASE-RXN,1.087749700337152,0.9058450033537444,1.8870089263818481,0.13700710256525872
RXN-14140,1.8055960304342171,0.1721275748546307,1.895102369358625,0.14702556688442156
ATP-PYROPHOSPHATASE-RXN,1.8055960304342171,0.1721275748546307,1.8847747148673468,0.15283532954384368
RXN0-384,1.8055960304342171,0.1721275748546307,1.8847747148673468,0.15283532954384368
RXN0-385,1.8055960304342171,0.1721275748546307,1.8882172663644397,0.15100209733211972
RXN-14139,1.8055960304342171,0.1721275748546307,1.8778896118731616,0.15620992320613675
DGTPTRIPHYDRO-RXN,3.6020599913279625,1.0,3.6020599913279625,1.0
3-ISOPROPYLMALDEHYDROG-RXN,1.2383977989501784,0.6343402499179103,2.0108302249325747,0.05566627046584365
RXN0-743,1.1397422145146048,0.05338238383985672,1.1589598726969534,0.04980321795237947
RXN0-743_REV,1.156605375733167,0.049684186104336066,1.189111714270661,0.018114091596828915
AICARSYN-RXN,0.0,1.0,0.079658983801384,0.30026298339308105
AICARSYN-RXN_REV,-0.3047842372343811,0.5174225430783876,0.08415545211884312,0.2816425495387925
AMPSYN-RXN,0.0,1.0,0.12982290996746368,0.1775571521431111
AMPSYN-RXN_REV,-0.3047842372343811,0.5174225430783876,0.08810996420152657,0.2810337938342341
THIOREDOXIN-REDUCT-NADPH-RXN,1.2598462579567615,0.26064367620933737,1.4724838513159082,0.10426480349213146
GDPREDUCT-RXN,1.110589710299249,1.0,1.1105897102992492,1.0
CDPREDUCT-RXN,1.110589710299249,1.0,1.1105897102992492,1.0
UDPREDUCT-RXN,1.110589710299249,1.0,1.1105897102992492,1.0
1.8.4.8-RXN,-0.4749551929631547,1.0,-0.4749551929631548,1.0
ADPREDUCT-RXN,1.110589710299249,1.0,1.1105897102992492,1.0
1.8.4.14-RXN_copy1,0.9817929834376036,0.4648512958826523,1.6186880699190282,0.42463952452913895
1.8.4.14-RXN_copy2,0.9817929834376036,0.4648512958826523,1.6183015236800944,0.4049278242649097
RXN0-267,0.505149978319906,1.0,0.5051499783199062,1.0
R02101,1.2296962438796153,0.02557626122369061,1.2414613240425134,0.022709646121044057
P-PANTOCYSLIG-RXN,0.10865292080839954,0.2503504648058097,0.31118637024084395,0.2366473655290681
LYSINE-23-AMINOMUTASE-RXN,-1.080921907623926,1.0,-1.0809219076239265,1.0
LYSINE-23-AMINOMUTASE-RXN_REV,-1.080921907623926,1.0,-1.0809219076239265,1.0
MALATE-DEH-RXN,2.5852534961067892,0.8914585807317422,3.4597618899518214,0.1057667471930161
MALATE-DEH-RXN_REV,3.0559631541896795,0.242935350849048,3.3177159912093477,0.13712389053669652
FUMHYDR-RXN,2.77582847651286,0.2656769475435855,2.998532645706005,0.09285753412959713
FUMHYDR-RXN_REV,2.792391689498254,1.0,2.7923916894982517,1.0
D--TARTRATE-DEHYDRATASE-RXN,1.2966651902615312,1.0,1.2966651902615314,1.0
PMPOXI-RXN,1.4471580313422192,1.0,1.4471580313422188,1.0
PNPOXI-RXN,0.0,1.0,-0.5893898057894066,0.8144161753491164
PSERTRANSAMPYR-RXN,0.3961993470957364,1.0,0.3961993470957365,1.0
PSERTRANSAMPYR-RXN_REV,-0.09633269892717654,0.4738172877586877,0.30973854979448995,0.17895843198077446
PSERTRANSAM-RXN,0.3961993470957364,1.0,0.3961993470957365,1.0
SUCCINYLDIAMINOPIMTRANS-RXN,1.3802112417116061,1.0,1.380211241711606,1.0
SUCCINYLDIAMINOPIMTRANS-RXN_REV,1.3802112417116061,1.0,1.380211241711606,1.0
R04109,-0.854982694318741,0.031073953374422206,-0.83944571763153,0.026910833018262813
SAMDECARB-RXN,-0.7843181179205063,0.7843181179205063,-0.3921590589602532,0.6792394147675574
ARGDECARBOX-RXN_copy1,0.021110211524268653,0.9460967269738924,0.9185376184999768,0.26257792452045225
ARGDECARBOX-RXN_copy2,0.021110211524268653,0.9460967269738924,0.9087340692872158,0.28430836257625414
SPERMIDINESYN-RXN,0.6193932500214946,1.041755823548369,1.3118279007628249,0.30938569501208396
RXN0-5217,0.2510769464356804,1.1049489107574424,0.7593534453841037,0.9811050382098708
GSAAMINOTRANS-RXN,0.0,1.0,-0.02227639471115226,1.0
GSAAMINOTRANS-RXN_REV,-0.022276394711152253,1.0,-0.02227639471115226,1.0
CPM-KDOSYNTH-RXN,1.1590838600644828,0.18136025477563528,1.2497639874523006,0.15706258787251826
5.4.2.10-RXN,-0.481246911154161,1.3788740024446025,0.1254576499214641,1.2382257832025754
5.4.2.10-RXN_REV,0.8976270912904415,1.0,0.8976270912904418,1.0
UAGDP,2.5185139398778875,1.0,2.5185139398778884,1.0
G1PACT,2.5927313522993924,0.4783120284896586,2.9106559704354344,0.1420514251246149
UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN,0.08532771570856648,0.5839414326024075,0.6528083277355736,0.053521088279087865
GLUTRACE-RXN,1.2233589275123908,1.2871236869368,3.3392628242623967,0.6449012056439611
GLUTRACE-RXN_REV,1.7069797535288602,1.378690775505941,4.291630917993737,1.0829695712932343
UDPGLCNACEPIM-RXN,0.8744427200047584,0.023184371285683125,0.8874259679247409,0.019208080210179182
UDPGLCNACEPIM-RXN_REV,0.8744427200047584,0.023184371285683125,0.8860349056476002,0.020078254504172076
3-OXOACYL-ACP-SYNTH-BASE-RXN,-1.0969100130080565,1.0,-1.0969100130080565,1.0
3OAS121,-1.0969100130080565,1.0,-1.0969100130080565,1.0
3OAS161,-1.0969100130080565,1.0,-1.0969100130080565,1.0
3OAS141,-1.0969100130080565,1.0,-1.0969100130080565,1.0
3OAS180,-1.0969100130080565,1.0,-1.0969100130080565,1.0
H2PTERIDINEPYROPHOSPHOKIN-RXN,0.0,1.0,-0.7695510786217262,1.0
PANTEPADENYLYLTRAN-RXN,0.6860102913152856,1.0,0.6860102913152853,1.0
DXPREDISOM-RXN,0.8131974609276258,0.5237502280485731,1.4842514297586218,0.19296982222540815
ACETYLORNTRANSAM-RXN,0.1903316981702915,1.0,0.1903316981702914,1.0
ACETYLORNTRANSAM-RXN_REV,0.05207277527700408,0.13825892289328742,0.140558485928708,0.10623468722632416
GABATRANSAM-RXN,1.675778341674085,1.0,1.6757783416740857,1.0
SUCCSEMIALDDEHYDROG-RXN,1.0131031485415591,0.3410052906058417,1.1631454764081297,0.30622199148584217
SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN,1.3541084391474008,1.0,1.3541084391474012,1.0
4.3.1.17-RXN,2.6530402663031345,0.13966513768726227,2.7337722985222497,0.08295565328970707
THREODEHYD-RXN,1.9146518864155124,0.21568188207949368,2.0268064650968496,0.1842281866006515
2-DEHYDROPANTOATE-REDUCT-RXN,1.3979400086720375,1.0,1.3979400086720375,1.0
ACETOOHBUTREDUCTOISOM-RXN,0.013871353169274184,0.7273168962539931,1.6624119496030485,0.29418051515993543
ACETOOHBUTREDUCTOISOM-RXN_REV,0.013871353169274184,0.7273168962539931,1.7031119538874464,0.2797286337347911
ACETOLACTREDUCTOISOM-RXN,-0.014789009693028024,0.7228977284592715,1.6698741446774454,0.3022891669497135
ACETOLACTREDUCTOISOM-RXN_REV,0.09177726680943084,0.054350768868807166,0.11243055897957754,0.05027372672843197
ACETYL-COA-CARBOXYLTRANSFER-RXN,1.2715122424103809,0.2070542531834625,1.3791804540657813,0.17685875709245855
NAD-KIN-RXN,0.9259583344530434,0.5339341808330538,1.9496398346286261,0.20662426489305716
ISOCHORMAT-RXN,0.5126529326323851,0.4873470673676149,0.7173387009267834,0.44227921082676547
GLYOXI-RXN,2.409440294927295,0.07378908282694734,2.461967917036445,0.044631330170276574
DXS-RXN,0.6329487165709324,0.4623376184821318,1.1137019300260516,0.4691081610637408
RXN0-302,0.3433181346311467,0.08804562952784065,0.3961455123478511,0.07043650362227252
DEOXYGLUCONOKIN-RXN,1.0413926851582251,1.0,1.0413926851582254,1.0
PHOSMANMUT-RXN,0.6258483045291986,0.26791345752874485,0.7383719566912714,0.2431379205905887
PHOSMANMUT-RXN_REV,0.6258483045291986,0.26791345752874485,0.765163302444146,0.2288426360645341
R00479,1.2282712349437028,0.19399796002880776,1.4251319045542712,0.06769875204528898
R01221,1.452152743175953,0.9700772357486936,2.5598703478036366,0.27565413514644477
PYRUVDEH-RXN,0.6613716802354929,1.5616299497049089,2.042617677692414,0.9322305526728448
2OXOGLUTARATEDEH-RXN,1.6808167018217182,1.3279673471020668,2.609898413043238,0.16381461561529093
MMUM-RXN,-0.42021640338318983,1.0,-0.4202164033831897,1.0
HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN,-0.42021640338318983,1.0,-0.4202164033831897,1.0
TRE6PHYDRO-RXN,0.3424487435241996,0.7923439777241591,1.4801532529572066,0.9359479694330004
