,log10_kcat_mean,log10_kcat_std,log10_kcat_max,log10_kcat_max_std
PHEAMINOTRANS-RXN_REV,1.986101419189532,0.8399733835112942,2.5068849169665346,0.6590446369181399
BRANCHED-CHAINAMINOTRANSFERILEU-RXN,1.6812412373755872,1.0,1.6812412373755874,1.0
BRANCHED-CHAINAMINOTRANSFERILEU-RXN_REV,1.057571181217661,0.4528187535498616,1.8496412226750492,0.09768747497064761
SHIKIMATE-5-DEHYDROGENASE-RXN,2.2444539334119895,0.38571538527790045,2.4926491211415556,0.13957888141738486
SHIKIMATE-5-DEHYDROGENASE-RXN_REV,1.6766113592288725,0.9446800098692442,2.5442354684517774,0.07287560161592674
RIBOFLAVINKIN-RXN,0.27804396418867294,0.5610836085408657,0.7214633362232555,0.31671272247228355
RXN0-5187,0.23329308758311007,1.011788339957239,1.7870807206200687,0.28276135831162996
RIBOPHOSPHAT-RXN,-0.454838751061696,0.9488101938166554,0.12737688024569707,0.44273054668907136
RIBOFLAVIN-SYN-RXN,-0.5734887386354247,1.0,-0.5734887386354248,1.0
FPPSYN-RXN,-0.5043869621537526,0.1945830421822662,-0.43822872781178196,0.18299084221255035
GPPSYN-RXN,-0.727153614480408,0.8252432542461984,-0.014206002813971535,0.24234906226425537
UROGENIIISYN-RXN,1.6808639180087965,1.0181060863272224,2.271365448078585,0.829365990381672
THYM-PHOSPH-RXN,1.2430380486862944,1.0,1.2430380486862942,1.0
THYM-PHOSPH-RXN_REV,1.0168376846861107,1.0398343249885516,2.9808424170134633,0.3431714959526569
URA-PHOSPH-RXN,1.5678374670427002,0.340141606026244,2.0161609438067933,0.13209000825232023
URA-PHOSPH-RXN_REV,1.318468650523834,1.205934082293644,4.3053294041359385,0.24182947961426957
RXN0-5224,5.256784880024529,0.7294162270407448,6.360347464498091,0.3630617776701954
RXN0-5224_REV,5.256784880024529,0.7294162270407448,6.4382987687666295,0.33898965550053667
IMP-DEHYDROG-RXN,0.3950951727678585,0.5248782113581355,1.2372600129974318,0.22800785478401409
CTECOAI6,1.7993405494535817,1.0,1.7993405494535815,1.0
CTECOAI6_REV,1.7993405494535817,1.0,1.7993405494535815,1.0
R04741,-0.4685785753271661,2.6229201997165874,2.9118456575181337,2.6859672989686194
R04741_REV,-0.4685785753271661,2.6229201997165874,2.5530342652253335,2.8284004067367734
R04745,-0.4685785753271661,2.6229201997165874,2.851728002384588,2.6480683723109997
R04745_REV,-0.4685785753271661,2.6229201997165874,2.4805659189016365,2.8016254447799795
CTECOAI7,1.7993405494535817,1.0,1.7993405494535815,1.0
CTECOAI7_REV,1.7993405494535817,1.0,1.7993405494535815,1.0
HACD8,-0.4685785753271661,2.6229201997165874,2.689903629001177,2.6972757127275027
HACD8_REV,-0.4685785753271661,2.6229201997165874,2.9175163038906824,2.610132673909277
RXN-12490,-0.4685785753271661,2.6229201997165874,2.893948578337064,2.647944551690945
RXN-12490_REV,-0.4685785753271661,2.6229201997165874,2.325923734326351,2.753945328093776
RXN-12507,-0.4685785753271661,2.6229201997165874,2.786317586487387,2.683190596493032
RXN-12507_REV,-0.4685785753271661,2.6229201997165874,2.636843904294127,2.709845833825286
RXN-14271,-0.4685785753271661,2.6229201997165874,3.120427596399887,2.5431662217509046
RXN-14271_REV,-0.4685785753271661,2.6229201997165874,3.0371201013216167,2.5480200804524906
RXN-12570,-0.4685785753271661,2.6229201997165874,3.1749988635425144,2.516535058423355
RXN-12570_REV,-0.4685785753271661,2.6229201997165874,2.5527806379980675,2.700776780104579
RXN-11662,4.658011396657113,1.0,4.6580113966571135,1.0
RXN-11662_REV,-0.4685785753271661,2.6229201997165874,3.0124187189413156,2.5899982632950795
CTECOAI8,1.7993405494535817,1.0,1.7993405494535815,1.0
CTECOAI8_REV,1.7993405494535817,1.0,1.7993405494535815,1.0
R05578,0.33243845991560533,1.0,0.3324384599156054,1.0
GUANPRIBOSYLTRAN-RXN,0.5248193898330042,1.3704268632665169,1.9968448607797473,0.19089794282935196
XANPRIBOSYLTRAN-RXN,1.3133684252875835,0.8831187493367846,2.04765782786021,0.3837780557151409
HYPOXANPRIBOSYLTRAN-RXN,0.3000185453422211,0.46618871160869596,0.7639368762135856,0.3902334372277711
DTDPKIN-RXN,1.0675948826023642,1.3636191848335453,2.0709808785328168,0.5704410699308469
DTDPKIN-RXN_REV,1.0675948826023642,1.3636191848335453,2.104653691742938,0.5652748234309612
DADPKIN-RXN,1.0675948826023642,1.3636191848335453,2.1061244369275647,0.6291395940110791
DADPKIN-RXN_REV,1.0675948826023642,1.3636191848335453,2.04024955569195,0.6942309112673724
GDPKIN-RXN,1.0675948826023642,1.3636191848335453,2.1006477239942885,0.7417003353081124
GDPKIN-RXN_REV,1.0675948826023642,1.3636191848335453,2.1467447082555884,0.5558888504667999
DEOXYADENYLATE-KINASE-RXN,0.8211085647369403,1.6907747962419342,1.7003114587827466,1.444202784482994
DEOXYADENYLATE-KINASE-RXN_REV,0.8211085647369403,1.6907747962419342,1.767942450632424,1.4007944189377017
DGDPKIN-RXN,1.0675948826023642,1.3636191848335453,2.006576742481829,0.6953320138837726
DGDPKIN-RXN_REV,1.0675948826023642,1.3636191848335453,1.9520615549179987,0.8431625088728367
ADENYL-KIN-RXN,0.8211085647369403,1.6907747962419342,1.9032044343317787,1.299148929342878
ADENYL-KIN-RXN_REV,0.8211085647369403,1.6907747962419342,1.6664959628579077,1.4642539256239733
UDPKIN-RXN,1.0675948826023642,1.3636191848335453,2.0303606072047926,0.6372222016711252
UDPKIN-RXN_REV,1.0675948826023642,1.3636191848335453,2.120019353163371,0.4894034463618777
CDPKIN-RXN,1.0675948826023642,1.3636191848335453,2.033302097574047,0.7476943749956829
CDPKIN-RXN_REV,1.0675948826023642,1.3636191848335453,2.1482154534402156,0.6206203400639698
DUDPKIN-RXN,1.0675948826023642,1.3636191848335453,2.0556152171123836,0.6355437748592736
DUDPKIN-RXN_REV,1.0675948826023642,1.3636191848335453,2.082340572204601,0.6905468972745679
DCDPKIN-RXN,1.0675948826023642,1.3636191848335453,2.2042013861886733,0.4608025356605988
DCDPKIN-RXN_REV,1.0675948826023642,1.3636191848335453,2.1789467762810824,0.47114773997847903
DIHYDROOROT-RXN,0.27184160653649897,1.0,0.2718416065364989,1.0
DIHYDROOROT-RXN_REV,0.3944516808262163,1.0,0.3944516808262163,1.0
OROTPDECARB-RXN,1.6232492903979006,1.0,1.6232492903979001,1.0
CITSYN-RXN,1.5968285922055028,0.5052974109848202,2.218504325868455,0.07843114196212661
ACETALD-DEHYDROG-RXN,1.1817904838745399,0.050629604546624254,1.2232165335020138,0.02087988791958314
ACETALD-DEHYDROG-RXN_REV,1.0304067821097742,0.2746027542334142,1.227266699790925,0.01681542012054597
TRIPHOSPHATASE-RXN,1.7269647960288643,2.170662295261577,2.6386429600387267,1.9699283553819573
INORGPYROPHOSPHAT-RXN,2.413571898317903,1.1405026877839881,3.5647186351725133,0.3262340292229919
RXN-14026_copy1,0.7507550120142498,1.339231320004147,2.8160912442463815,0.23797411164031274
RXN-14026_copy2,0.7507550120142498,1.339231320004147,2.8497567426481942,0.15245989766136003
XMPXAN-RXN_copy1,0.7507550120142498,1.339231320004147,2.8572274780899,0.1088124229476052
XMPXAN-RXN_copy2,0.7507550120142498,1.339231320004147,2.7779147889751385,0.2607655135693906
RXN-7609_copy1,0.7507550120142498,1.339231320004147,2.7996886660747204,0.2830810679238405
RXN-7609_copy2,0.7507550120142498,1.339231320004147,2.8403102198443815,0.1714645419661269
RXN-14025_copy1,0.7507550120142498,1.339231320004147,2.8586942373065005,0.10833368049911755
RXN-14025_copy2,0.7507550120142498,1.339231320004147,2.860431140883071,0.11119101466451918
RXN-14142_copy1,0.37390865560196235,1.2898317621451076,2.8536484210793582,0.10956877198729927
RXN-14142_copy2,0.37390865560196235,1.2898317621451076,2.828385519542773,0.18420002387338666
AMP-DEPHOSPHORYLATION-RXN_copy1,0.7507550120142498,1.339231320004147,2.8427128908880634,0.18799930297923742
AMP-DEPHOSPHORYLATION-RXN_copy2,0.7507550120142498,1.339231320004147,2.809211224707422,0.25108671047693276
RXN-14143_copy1,0.37390865560196235,1.2898317621451076,2.821615711861209,0.21360537202886373
RXN-14143_copy2,0.37390865560196235,1.2898317621451076,2.8459633593873495,0.1321406158864716
RXN0-5292_copy1,0.37390865560196235,1.2898317621451076,2.8452224021433903,0.15289141656234803
RXN0-5292_copy2,0.37390865560196235,1.2898317621451076,2.8435942582824536,0.1530667853453749
THYMIDYLATE-5-PHOSPHATASE-RXN_copy1,0.37390865560196235,1.2898317621451076,2.80848687487654,0.24803492112800393
THYMIDYLATE-5-PHOSPHATASE-RXN_copy2,0.37390865560196235,1.2898317621451076,2.7926874510657327,0.2734707447844137
RXN-14161_copy1,0.37390865560196235,1.2898317621451076,2.840245327318613,0.20642620956484392
RXN-14161_copy2,0.37390865560196235,1.2898317621451076,2.8526931375850957,0.10972537522326162
RXN-7607_copy1,0.7507550120142498,1.339231320004147,2.84397210007666,0.13226223786366803
RXN-7607_copy2,0.7507550120142498,1.339231320004147,2.803859246604686,0.23533781906662968
PEPCARBOXYKIN-RXN,-0.17392519729917355,1.0,-0.17392519729917352,1.0
1.1.1.39-RXN,2.647056458489089,0.30631019150022365,2.8633187589830595,0.05047967108621063
ALARACECAT-RXN,2.128133756105543,0.6445983478185391,3.0072042112522235,0.3165798185901298
ALARACECAT-RXN_REV,1.8282105396246147,0.7662564325937261,2.5872199919024643,0.5751524914918515
ALANINE-AMINOTRANSFERASE-RXN,-0.47340546779439663,0.48882401131626285,0.06588242802458165,0.12281071940947341
ALANINE-AMINOTRANSFERASE-RXN_REV,0.05444279306735774,0.5828643119955355,0.48225072091903765,0.011036140308950388
XYLULOKIN-RXN,3.8195439355418688,1.0,3.819543935541867,1.0
GLYCEROL-KIN-RXN,3.690196080028514,1.0,3.6901960800285134,1.0
D-PPENTOMUT-RXN,1.0086001717619175,1.0,1.0086001717619175,1.0
D-PPENTOMUT-RXN_REV,1.0086001717619175,1.0,1.0086001717619175,1.0
RXN-14456,1.6774053868690515,0.4300207127597631,2.1913524897158005,0.12290774209533378
RXN-14456_REV,1.6774053868690515,0.4300207127597631,2.2016457514455743,0.11332906533054084
CYSTEINE-AMINOTRANSFERASE-RXN,1.755272505103306,0.32390874094431865,1.9690522741265566,0.2433414942349526
ASPAMINOTRANS-RXN,1.9582246761149378,0.47437081218939997,2.511394643828245,0.30333169619222894
ASPAMINOTRANS-RXN_REV,1.906594845064256,0.6903255065217164,2.6233119611956273,0.36753220103298784
R00572,3.5056925074122,1.0,3.5056925074122005,1.0
PEPDEPHOS-RXN,3.5056925074122,1.0,3.5056925074122005,1.0
R00659,3.5056925074122,1.0,3.5056925074122005,1.0
RXN-14117,3.5056925074122,1.0,3.5056925074122005,1.0
DARAB5PISOM-RXN,2.406540180433955,1.0,2.4065401804339546,1.0
DARAB5PISOM-RXN_REV,2.243837803129992,0.09461869047461247,2.2873624007483135,0.08401372500546385
ACETOLACTSYN-RXN,1.4309391285297433,0.674084823315185,2.0500978057723227,0.06475195165415924
ACETOOHBUTSYN-RXN,1.278868263754434,0.7030550218539837,2.0165184651343324,0.1958769204816384
2.5.1.19-RXN,1.3905044697235036,0.3675534355770349,1.8859990583833695,0.19358151926323824
2.5.1.19-RXN_REV,0.03740822032258739,0.6949855395003811,0.4682992548128236,0.5452869121027661
ANTHRANSYN-RXN,1.4440335567037184,0.6958455296975181,1.694537947394825,0.6491906895854999
PRTRANS-RXN,0.6332297365640368,0.014457420285230812,0.6425326118931939,0.005231708738140251
CHORISMATEMUT-RXN,2.098821633242604,1.6740256863304677,4.665901807019058,1.597388964320324
PREPHENATEDEHYDRAT-RXN,3.2860071220794747,1.0,3.286007122079474,1.0
CHORISMATE-SYNTHASE-RXN,-2.0809219076239263,1.0,-2.0809219076239254,1.0
PRAISOM-RXN,1.630698200896827,0.42518931743881644,1.9646063723106995,0.22912008072128281
IGPSYN-RXN,0.40597530333217247,0.8504188209111618,0.9003023627086345,0.46638067709897724
2PGADEHYDRAT-RXN,1.4556504644559571,0.2661601507565895,1.5993769458645155,0.2240176876781961
2PGADEHYDRAT-RXN_REV,1.1894903136993675,1.0,1.1894903136993678,1.0
METHGLYSYN-RXN,2.428485216741246,0.0860625359190399,2.462910231108862,0.07887761706977123
PGLUCISOM-RXN,3.441695135640717,1.0,3.441695135640716,1.0
PGLUCISOM-RXN_REV,3.441695135640717,1.0,3.441695135640716,1.0
PHOSGLYPHOS-RXN,2.7323937598229686,1.0,2.7323937598229686,1.0
PHOSGLYPHOS-RXN_REV,2.7237805588357134,0.008613200987255487,2.7260199910924006,0.00831698108778487
KDPGALDOL-RXN,1.5221914735367683,0.9311268665102691,2.0622450561127246,0.7585112850077497
OXALODECARB-RXN,2.061988016596231,1.1051594966872378,3.244972632768239,0.9300215844006838
RIBULP3EPIM-RXN,2.9395192526186187,1.0,2.939519252618618,1.0
RIBULP3EPIM-RXN_REV,2.9395192526186187,1.0,2.939519252618618,1.0
TRANSALDOL-RXN,1.1139433523068367,1.0,1.1139433523068367,1.0
TRANSALDOL-RXN_REV,1.3540701726940243,0.005765309645863637,1.3568375213240387,0.005057724475754379
ALCOHOL-DEHYDROG-RXN,2.6447983777523856,0.16049853840559947,2.712207763882737,0.14565629231812413
ALCOHOL-DEHYDROG-RXN_REV,2.606866285818711,0.18491048403315918,2.7404580433572137,0.13607935713344604
R01036,1.1511925386538493,0.6465526669705917,1.6695827958087313,0.19465431932109045
R01036_REV,1.1511925386538493,0.6465526669705917,1.587343768590196,0.33756507380909134
RXN0-3962,-0.04410702577871434,0.6934418844908563,0.3858269426056167,0.5440757575885284
NADPYROPHOSPHAT-RXN,1.8141036386025717,0.7550120441148385,2.6197184392469324,0.6634491753824509
NICONUCADENYLYLTRAN-RXN,0.6483325951307656,0.09203009436347831,0.6961882441997745,0.0786090015248547
NICONUCADENYLYLTRAN-RXN_REV,0.6483325951307656,0.09203009436347831,0.6980288460870441,0.07745851089093653
2.7.7.1-RXN,0.6483325951307656,0.09203009436347831,0.6998694479743136,0.07624625280978217
OHMETPYRKIN-RXN,-1.3467874862246563,1.0,-1.3467874862246563,1.0
PYRIMSYN3-RXN,-1.123928274165092,0.04380340656424808,-1.0861403774638974,0.040758357790503394
ADENPHOSPHOR-RXN,1.1719880459731098,0.8223900238587648,1.956597316133775,0.2536358869234895
ADENPHOSPHOR-RXN_REV,1.6200996163615582,1.2827065600307945,4.259749237458502,0.26257888179457073
INOPHOSPHOR-RXN,2.5907320516320644,1.2638549343963206,4.281512957359546,0.29632556358182105
INOPHOSPHOR-RXN_REV,1.6200996163615582,1.2827065600307945,4.252734491071879,0.2986562456883544
DEOXYGUANPHOSPHOR-RXN,1.6932629116166318,0.3515901723589701,2.00640554864377,0.1519466246248572
DEOXYGUANPHOSPHOR-RXN_REV,1.2942995178731063,1.355893626519356,4.2808083820385745,0.2287496009932822
RXN0-5199,1.5607977992715791,0.6029430763553166,2.290847577283996,0.22468590217467196
RXN0-5199_REV,1.6200996163615582,1.2827065600307945,4.286051044726245,0.2627473212203355
DEOXYADENPHOSPHOR-RXN,1.6932629116166318,0.3515901723589701,1.9841926307578848,0.19474946142467145
DEOXYADENPHOSPHOR-RXN_REV,1.6200996163615582,1.2827065600307945,4.297151198025264,0.23502842769168433
DEOXYINOPHOSPHOR-RXN,1.6932629116166318,0.3515901723589701,2.016506972238608,0.13214695470989932
DEOXYINOPHOSPHOR-RXN_REV,1.2942995178731063,1.355893626519356,4.303755011737789,0.2490085226431175
GUANOSINE-DIPHOSPHATASE-RXN,0.00919807060874194,0.12671354874874283,0.11681485611776149,0.09122573400145492
RXN0-3542,-0.36104968757546113,0.33035999528157134,0.18198922125280773,0.07487379789695409
OROPRIBTRANS-RXN,-0.5528419686577808,0.0,-0.5528419686577807,1.1102230246251565e-16
OROPRIBTRANS-RXN_REV,-0.44011803410159817,0.15941571705341065,-0.28906796179631344,0.14008641963255722
R04457,-1.2762662794254322,0.7777034051334498,-0.06352830887219213,0.4964050929317279
PTAALT-RXN,2.101338031357639,0.8128429704343382,3.091037690542696,0.2662709933903684
PHOSACETYLTRANS-RXN,1.999391134915868,0.07979011113175682,2.0408819927043815,0.06815402082336339
PHOSACETYLTRANS-RXN_REV,2.951464905683773,0.33341680897168025,3.104836637810746,0.2960470913372229
ACETATEKIN-RXN,2.6549587051977315,0.36541105112837724,3.1170402608056214,0.090212032693739
ACETATEKIN-RXN_REV,3.208019544389517,0.2538393289047975,3.5105988791984424,0.08580964163945821
RXN-9138,-0.005332467428073885,0.46568695744802363,0.38747854625051564,0.03547654512441314
TETRAACYLDISACC4KIN-RXN,0.38021124171160603,1.0,0.38021124171160603,1.0
RXN0-384,1.8055960304342171,0.1721275748546307,1.8813321633702547,0.15457017886135527
DCTP-PYROPHOSPHATASE-RXN,1.0877497003371521,0.9058450033537443,1.8703522122235463,0.1466408399872758
RXN0-385,1.8055960304342171,0.1721275748546307,1.895102369358625,0.14702556688442156
RXN-14139,1.8055960304342171,0.1721275748546307,1.9088725753469955,0.13770205988370457
ATP-PYROPHOSPHATASE-RXN,1.8055960304342171,0.1721275748546307,1.8710045088789768,0.15921568067523348
RXN0-383,1.0877497003371521,0.9058450033537443,1.8667493852459294,0.14471215437367316
RXN-14140,1.8055960304342171,0.1721275748546307,1.8985449208557177,0.14487375813013334
RXN0-5107,1.8055960304342171,0.1721275748546307,1.9019874723528103,0.1426064232431028
DGTPTRIPHYDRO-RXN,3.6020599913279625,1.0,3.6020599913279625,1.0
3-ISOPROPYLMALDEHYDROG-RXN,1.2383977989501784,0.6343402499179103,2.007019531193616,0.06057126220239748
RXN0-743,1.1397422145146048,0.05338238383985672,1.1696363494649247,0.04422691036007226
RXN0-743_REV,1.156605375733167,0.04968418610433607,1.1880719955957058,0.02079913247405245
AMPSYN-RXN,-0.30478423723438114,0.5174225430783876,0.031662882574407136,0.3191770609351462
AMPSYN-RXN_REV,-0.30478423723438114,0.5174225430783876,0.09369034498853711,0.2167760380173828
AICARSYN-RXN,-0.30478423723438114,0.5174225430783876,0.05035153051827286,0.350584660985344
AICARSYN-RXN_REV,-0.30478423723438114,0.5174225430783876,0.1237005729456774,0.27292813422060236
1.8.4.8-RXN,-0.47495519296315475,1.0,-0.4749551929631548,1.0
1.8.4.14-RXN_copy1,0.9817929834376037,0.46485129588265234,1.621823348861208,0.4199565029292435
1.8.4.14-RXN_copy2,0.9817929834376037,0.46485129588265234,1.6330641970533881,0.43286375037068003
GDPREDUCT-RXN,1.110589710299249,1.0,1.1105897102992492,1.0
CDPREDUCT-RXN,1.110589710299249,1.0,1.1105897102992492,1.0
UDPREDUCT-RXN,1.110589710299249,1.0,1.1105897102992492,1.0
RXN0-267,0.505149978319906,1.0,0.5051499783199062,1.0
ADPREDUCT-RXN,1.110589710299249,1.0,1.1105897102992492,1.0
THIOREDOXIN-REDUCT-NADPH-RXN,1.2598462579567615,0.26064367620933737,1.4398379385565983,0.15244393409141072
R02101,1.2296962438796153,0.02557626122369061,1.2404382735935657,0.023211073559985845
P-PANTOCYSLIG-RXN,0.10865292080839954,0.2503504648058097,0.28579869554888654,0.24607362290738885
LYSINE-23-AMINOMUTASE-RXN,-1.080921907623926,1.0,-1.0809219076239263,1.0
LYSINE-23-AMINOMUTASE-RXN_REV,-1.080921907623926,1.0,-1.0809219076239263,1.0
MALATE-DEH-RXN,2.5852534961067892,0.8914585807317422,3.473554221287127,0.09460175781355844
MALATE-DEH-RXN_REV,3.0559631541896795,0.24293535084904802,3.3141383793896337,0.1312262546822536
FUMHYDR-RXN,2.77582847651286,0.2656769475435855,2.9860595698707617,0.14435747271423888
FUMHYDR-RXN_REV,2.792391689498254,1.0,2.792391689498252,1.0
D--TARTRATE-DEHYDRATASE-RXN,1.2966651902615312,1.0,1.2966651902615314,1.0
PMPOXI-RXN,1.4471580313422192,1.0,1.4471580313422188,1.0
PNPOXI-RXN,-1.0595932038596043,0.9404067961403957,-0.4765409902525591,0.7378448742350712
PSERTRANSAM-RXN,0.3961993470957364,1.0,0.3961993470957365,1.0
SUCCINYLDIAMINOPIMTRANS-RXN,1.380211241711606,1.0,1.3802112417116061,1.0
SUCCINYLDIAMINOPIMTRANS-RXN_REV,1.380211241711606,1.0,1.3802112417116061,1.0
PSERTRANSAMPYR-RXN,0.3961993470957364,1.0,0.3961993470957365,1.0
PSERTRANSAMPYR-RXN_REV,-0.09633269892717654,0.4738172877586877,0.3055654797297203,0.1638691043627108
R04109,-0.854982694318741,0.031073953374422203,-0.8400671966990184,0.027260200092292297
SAMDECARB-RXN,-0.7843181179205063,0.7843181179205063,-0.4549045083938937,0.7117875975015394
ARGDECARBOX-RXN_copy1,0.021110211524268653,0.9460967269738925,0.9203101478208324,0.25627854380517173
ARGDECARBOX-RXN_copy2,0.021110211524268653,0.9460967269738925,0.8974323563399187,0.27164752890490146
SPERMIDINESYN-RXN,0.6193932500214946,1.041755823548369,1.2676299443325272,0.43304976371196807
RXN0-5217,0.2510769464356804,1.1049489107574424,0.8698483364598479,0.9154420037728319
GSAAMINOTRANS-RXN,-0.022276394711152253,1.0,-0.02227639471115226,1.0
GSAAMINOTRANS-RXN_REV,-0.022276394711152253,1.0,-0.02227639471115226,1.0
CPM-KDOSYNTH-RXN,1.159083860064483,0.18136025477563528,1.2425095772612749,0.16103320068384713
5.4.2.10-RXN,-0.481246911154161,1.3788740024446025,0.26334505016592435,1.1605500100190023
5.4.2.10-RXN_REV,0.8976270912904415,1.0,0.8976270912904418,1.0
G1PACT,2.5927313522993924,0.47831202848965854,2.8599233186052153,0.2588856950149089
UAGDP,2.5185139398778875,1.0,2.518513939877888,1.0
UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN,0.08532771570856648,0.5839414326024075,0.6621047974446614,0.041497180883226605
GLUTRACE-RXN,1.223358927512391,1.2871236869368001,3.433441217976552,0.5974008290134477
GLUTRACE-RXN_REV,1.70697975352886,1.378690775505941,4.433578784295626,0.974684435130146
UDPGLCNACEPIM-RXN,0.8744427200047584,0.023184371285683125,0.8837164685190317,0.021248827271320714
UDPGLCNACEPIM-RXN_REV,0.8744427200047584,0.023184371285683125,0.8823254062418907,0.021803172466394287
3-OXOACYL-ACP-SYNTH-BASE-RXN,-1.0969100130080565,1.0,-1.0969100130080565,1.0
3OAS141,-1.0969100130080565,1.0,-1.0969100130080565,1.0
3OAS180,-1.0969100130080565,1.0,-1.0969100130080565,1.0
3OAS121,-1.0969100130080565,1.0,-1.0969100130080565,1.0
3OAS161,-1.0969100130080565,1.0,-1.0969100130080565,1.0
H2PTERIDINEPYROPHOSPHOKIN-RXN,-0.769551078621726,1.0,-0.7695510786217262,1.0
PANTEPADENYLYLTRAN-RXN,0.6860102913152856,1.0,0.6860102913152853,1.0
DXPREDISOM-RXN,0.8131974609276258,0.5237502280485731,1.4174953086979238,0.24405289225933022
GABATRANSAM-RXN,1.675778341674085,1.0,1.6757783416740855,1.0
ACETYLORNTRANSAM-RXN,0.1903316981702915,1.0,0.1903316981702914,1.0
ACETYLORNTRANSAM-RXN_REV,0.05207277527700408,0.13825892289328742,0.1212022367236478,0.11973573952546082
SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN,1.354108439147401,1.0,1.3541084391474012,1.0
SUCCSEMIALDDEHYDROG-RXN,1.0131031485415591,0.3410052906058417,1.1358650531596621,0.31814167126566484
4.3.1.17-RXN,2.6530402663031345,0.13966513768726227,2.743095993510843,0.06722734502857025
THREODEHYD-RXN,1.9146518864155124,0.21568188207949368,2.035433740380029,0.17869084478575514
2-DEHYDROPANTOATE-REDUCT-RXN,1.3979400086720377,1.0,1.3979400086720377,1.0
ACETOOHBUTREDUCTOISOM-RXN,0.013871353169274184,0.7273168962539931,1.656905699589103,0.2736598098093924
ACETOOHBUTREDUCTOISOM-RXN_REV,0.013871353169274184,0.7273168962539931,1.7058034411641172,0.28077463248421186
ACETOLACTREDUCTOISOM-RXN,-0.014789009693028024,0.7228977284592715,1.6788135752949531,0.2877641661343326
ACETOLACTREDUCTOISOM-RXN_REV,0.09177726680943084,0.05435076886880717,0.11243055897957756,0.05027372672843197
ACETYL-COA-CARBOXYLTRANSFER-RXN,1.2715122424103809,0.2070542531834625,1.3626161138111046,0.18593425821284743
NAD-KIN-RXN,0.9259583344530434,0.5339341808330538,1.9339328493566574,0.2155060722292874
ISOCHORMAT-RXN,0.5126529326323851,0.48734706736761485,0.7465795249688404,0.4275342249103205
GLYOXI-RXN,2.409440294927295,0.07378908282694734,2.4677781761641873,0.035723280759052685
DXS-RXN,0.6329487165709324,0.4623376184821318,1.0833574888907074,0.48036611122383555
RXN0-302,0.3433181346311467,0.08804562952784065,0.39262368716673746,0.07294515315025299
DEOXYGLUCONOKIN-RXN,1.0413926851582251,1.0,1.0413926851582254,1.0
PHOSMANMUT-RXN,0.6258483045291986,0.26791345752874485,0.7651633024441462,0.2288426360645341
PHOSMANMUT-RXN_REV,0.6258483045291986,0.26791345752874485,0.7437302258418463,0.24058568817085793
R00479,1.228271234943703,0.19399796002880776,1.405961316904614,0.09960493248770713
R01221,1.4521527431759533,0.9700772357486936,2.582862638892635,0.21069927871059005
PYRUVDEH-RXN,0.661371680235493,1.5616299497049089,2.2372073116585187,0.7622998737182778
2OXOGLUTARATEDEH-RXN,1.6808167018217182,1.3279673471020668,2.557042710196587,0.36018830659418777
HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN,-0.42021640338318983,1.0,-0.42021640338318966,1.0
